작성일,출처,제목,내용
2013-12-02,https://ko.wikinews.org/wiki/%EC%98%A4%EB%8A%98%EB%B6%80%ED%84%B0_%2701X%27_%EB%B2%88%ED%98%B8_%E2%86%92_%27010%27_%EC%9E%90%EB%8F%99_%EB%B3%80%EA%B2%BD,오늘부터 '01X' 번호 → '010' 자동 변경,"오늘부터 3G와 LTE 이동전화 가입자 중 앞자리가 010이 아닌 번호들은 모두 010으로 자동 전환된다.
미래창조과학부와 통신사들은 정부 정책인 ‘01X 한시적 번호이동 제도’ 종료를 앞두고 고객불편을 최소화하기 위해 번호 변경이 필요한 고객을 대상으로 ‘010 번호 자동 전환’을 2일부터 실시한다고 밝혔다.
이는 2G에서 3G나 LTE로 옮겨도 올해 말 010번호로 전환하는 데 동의하는 것을 전제로 한시적으로 기존 번호를 사용할 수 있게 했는데 이 제도가 이달 말 종료됨에 따른것으로, 2014년 1월 1일부터 01X번호를 사용할 수 없게 된다.
010번호 자동 전환 기술은 번호 변경 대상 고객이 대리점 방문이나 홈페이지를 통해 신청을 하지 않더라도 무선 업그레이드 기술(OTA)을 이용해 01X번호를 010번호로 자동 전환하는 것을 말하며, 단, 일부 기종은 010번호 자동 전환이 지원되지 않아 대리점이나 홈페이지를 방문해 연말까지 번호를 바꿔야 한다. 2013년 12월 31일까지 010으로 번호변경을 하지 않으면 2014년 1월1일 0시 이후에 발신기능이 정지된다.
단, 이는 3G와 LTE에 한한 것으로 2G 가입자들은 2G 서비스가 완전 종료되는 2018년까지 01X 번호를 계속 사용할 수 있다."
2013-12-03,"https://ko.wikinews.org/wiki/%EC%A1%B0%EC%84%A0%EB%AF%BC%EC%A3%BC%EC%A3%BC%EC%9D%98%EC%9D%B8%EB%AF%BC%EA%B3%B5%ED%99%94%EA%B5%AD_%EC%9E%A5%EC%84%B1%ED%83%9D,_%EC%8B%A4%EA%B0%81","조선민주주의인민공화국 장성택, 실각","조선민주주의인민공화국의 2인자로 불리던 장성택 국방위원회 부위원장 겸 노동당 행정부장이 최근 실각한 것으로 알려졌다.
안보 당국에 따르면 김정은은 지난달 말 장성택의 핵심 측근인 노동당 행정부 소속 이용하와 장수길을 반당(反黨) 혐의로 처형한 것으로 알려졌다. 노동당 행정부는 장성택의 앞마당과 다름없는 곳이다. 북한은 연초 장성택의 비리를 포착한 후 감사에 들어갔고, 장성택은 활동을 중지한 것으로 보인다고도 밝혔다. 특히 10·10 노동당 창당 68년 축하행사 이후 자취를 감췄다.
정보당국은 현재 장성택의 상태는 확인할 수 없지만, 측근들이 처형당했음을 감안할 때 모든 권한에서 해임당했을 것이라고 추측한다고 말했다. 그의 부인의 거취에 대해서는 ""확인된 건 없다""는 입장이다."
2013-12-04,https://ko.wikinews.org/wiki/%EC%88%98%EB%8F%84%EA%B6%8C%C2%B7%EC%B6%A9%EC%B2%AD%EA%B6%8C%EC%97%90_%EA%B3%A0%EB%86%8D%EB%8F%84_%EB%AF%B8%EC%84%B8%EB%A8%BC%EC%A7%80,수도권·충청권에 고농도 미세먼지,"오늘 하루 종일 스모그가 기승을 부린 가운데, 내일도 고농도의 미세먼지가 가득할 것으로 예상된다.
국립환경과학원은 ""내일 오전 대기가 정체된 상태에서 국내의 오염물질과 중국발 오염물질이 더 들어와 수도권과 충청권에 고농도의 미세먼지가 있을 것으로 예상된다""고 밝혔다. 국립환경과학원은 오후엔 농도가 옅어져 수도권의 총 하루 평균 농도는 31∼80㎍/㎥ 수준에 머물 것으로 예측했다. 그러나 남부 일부 지역에서는 고농도 미세먼지의 발생 가능성도 있다고 덧붙였다. 국립환경과학원은 국내의 대기가 안정적인 상황에서 겨울철이라 국내의 난방 사용량이 증가해 오염원이 증가한 상태에서 중국발 미세먼지까지 들어와 국내의 오염원과 중국발 미세먼지가 복합적으로 결합해 고농도 미세먼지가 발생한 것으로 분석했다.
한편 오늘 오후 2시에는 서울시에 초미세먼지 주의보 예비단계가 발령되었다. 오늘 중국 칭다오 쪽에서 미세먼지가 많이 들어와 기준치인 60㎍/㎥ 를 2시간 이상 초과했기 때문이다. 서울시에서는 ""노약자와 호흡기질환자는 외출을 자제하고, 부득이할 때는 마스크를 써야 한다""고 강조했다. 또, 오늘 수도권을 뒤덮은 미세먼지 중 질산염, 황산염 등 폐암 유발 물질도 상당한 것으로 드러났다."
2013-12-04,"https://ko.wikinews.org/wiki/%EC%84%9C%EC%9A%B8%EB%8C%80_%EA%B5%90%EC%88%98,_%EC%84%B1%ED%8F%AD%ED%96%89_%EC%9D%98%ED%98%B9_%ED%94%BC%ED%95%98%EB%A0%A4%EB%8B%A4_%ED%95%B4%EC%9E%84_%EC%B2%98%EB%B6%84","서울대 교수, 성폭행 의혹 피하려다 해임 처분","술 취한 여대생을 성폭행한 혐의 등으로 재판에 넘겨졌다 무죄 판결을 받은 서울대 교수에게 학교가 내린 해임처분은 정당하다는 법원 판결이 나왔다.
서울대학교에서 교수로 재직하던 박씨는 지난 2009년 4월에 술에 취한 여대생을 성폭행한 혐의로 고소당했으며, 수사가 시작되자 수사를 회피하기 위해 국제회의 참석을 가장하여 일본으로 출국했다. 이로 인해 박씨가 맡은 3개 수업의 진행에 차질이 빚어지자 결국 서울대는 '성실·복종 의무, 직장이탈 금지, 품위유지 의무 등 국가공무원법을 위반했다'며 박씨를 해임 처분했다. 그러나 귀국 후 재판에 넘겨진 박씨에 대해 법원은 공소사실이 충분히 입증되지 않았다며 무죄를 선고했고, 이에 박씨는 해임처분 취소 소송을 냈다.
하지만 재판부는 ""수사를 회피하고 국외로 도피한 행위만으로도 국립대 교수이자 공무원으로서 품위를 크게 손상시켰다""며 ""형사 사건에서 무죄 판결이 확정된 점을 고려해도 해임처분을 부당하다고 볼 수 없다""며 원고 패소 판결했다."
2013-12-05,"https://ko.wikinews.org/wiki/%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD,_%ED%98%B8%EC%A3%BC%EC%99%80_FTA_%ED%83%80%EA%B2%B0","대한민국, 호주와 FTA 타결","대한민국과 오스트레일리아 간의 FTA가 타결됐다. 대한민국의 11번째 FTA 협정 국가다.
이번 한·호주 FTA는 박근혜 정부의 첫 FTA 타결로, 대한민국의 FTA 사상 최초로 자동차 관세를 즉시 철폐한 것이 특징이다. 산업부 통상교섭실장 우태희는 ""일본의 경우 호주와 FTA를 맺지는 않았지만 호주가 FTA를 맺은 태국의 도요타 공장에서 우회 수출을 하면서 사실상 관세 없이 자동차를 수출""중이라며 이번의 자동차 관세 즉시 철폐는 의미가 크다고 밝혔다.
한편 호주는 농·축산에 강하기 때문에 농·축산가에는 피해가 불가피하게 되었다. 개방 수준이 한·미 FTA와 비슷한 수준이므로, 매년 2~3%씩 낮춰 현재 40% 수준의 관세를 15년 후에 완전 철폐한다는 것이다. 현재 호주산 쇠고기는 미국산을 제치고 50%가 넘는 점유율을 확보하고 있어 호주산이 가격 경쟁력에서 더 유리해질 것으로 보인다."
2013-12-05,"https://ko.wikinews.org/wiki/%EC%82%BC%EC%84%B1%EA%B7%B8%EB%A3%B9,_2014%EB%85%84_%EC%9E%84%EC%9B%90_%EC%9D%B8%EC%82%AC%EB%B0%9C%ED%91%9C","삼성그룹, 2014년 임원 인사발표","지난 2일과 5일에 걸쳐 삼성그룹에서 2014년 사장단과 임원을 발표했다.
지난 2일에는 사장단 발표가 진행되었다. 사장 승진 8명, 전보 8명 등 모두 16명의 사장단 인사를 단행한데 이어, 5일 총 각사별 2014년 정기 임원 인사를 발표하고 부사장 51명과 전무 승진자 93명 등 총 475명의 임원 승진 인사를 단행했다. 신규 선임된 상무 승진자는 331명이다.
삼성전자는 역대 최대 규모의 승진 인사를 실시했으며, 2013년 141명에서 올해 150명으로 지속적으로 증가하는등 ‘성과 있는 곳에 보상 있다’는 인사원칙을 재확인했다. 또한 여성 승진규모는 역대 최대인 15명으로 이는 이건희 회장이 신경영을 펼치면서 대졸 입사한 사원이 임원으로 승진하였다."
2013-12-06,https://ko.wikinews.org/wiki/%EB%84%AC%EC%8A%A8_%EB%A7%8C%EB%8D%B8%EB%9D%BC_%ED%83%80%EA%B3%84,넬슨 만델라 타계,"인권운동가이자 남아프리카 공화국 최초의 흑인 대통령 넬슨 만델라 전 대통령이 지난 5일, 향년 95세의 나이로 타계했다.
해외 언론들은 제이콥 주마 남아프리카공화국 대통령의 발표를 인용해 “넬슨 만델라 전 대통령이 6일 오전 요하네스 자택에서 지병으로 타계했다. 남아공의 위대한 아들을 잃었다”고 보도했다.
넬슨 만델라 전 대통령의 타계 소식에 많은 유명인사들이 애도를 표했다.
버락 오바마 대통령은 현지시간으로 5일 넬슨 만델라 전 대통령의 타계 소식을 접한 뒤 백악관에서 발표한 성명을 통해 ""지구상에서 가장 영향력 있고, 용기 있으며, 매우 선한 인물 한 명을 잃었다""며 ""넬슨 만델라라는 사표(師表)가 없었던 내 인생은 도저히 상상할 수 없다""라며 안타까움을 드러냈다.
빌 클린턴 전 대통령은 “넬슨 만델라 전 대통령의 숭고한 삶으로 더 나은 세계에서 살고 있다”면서 넬슨 만델라 전 대통령의 가족과 남아공 국민에게 위로를 전했다.
넬슨 만델라 전 대통령은 1918년 생으로 남아공 백인 정권의 인종차별 정책인 아파르트헤이트에 맞서 투쟁하다 27년간 수감됐다. 이후 석방된 그는 남아공 최초로 민주선거를 성사시켰고 1994년 남아공의 첫 흑인 대통령이 됐다."
2013-12-06,"https://ko.wikinews.org/wiki/%EC%9E%A5%EC%84%B1%ED%83%9D_%EC%B5%9C%EC%B8%A1%EA%B7%BC,_%EB%A7%9D%EB%AA%85_%EC%9A%94%EC%B2%AD","장성택 최측근, 망명 요청","최근 실각한 것으로 알려진 장성택의 측근이 중국으로 도피, 제3국으로의 망명을 요청했다.
장성택의 최측근이 중국에 체류 중이며, 한국, 혹은 제3국에 망명을 요청했다는 내용이 5일 알려졌다. 이 측근은 장성택의 자금을 관리하던 인물로 현재 중국의 신변보호를 받고 있다는 것이다. 장성택은 북한 나진·선봉 지역, 황금평 경제 특구, 외자 유치 전담 기구인 합영투자위원회 등에 깊숙히 관여해 온 것으로 파악되었다.
대한민국 정보당국은 정보 확인 요청에 ""큰 틀에서는 맞""지만 자신들이 신변을 확보하지는 않았다고 전했다. 현재 중국 측은 한국행을 하지 못하게 했고, 미국은 자국으로 그를 인도하기 위해 노력 중이라고도 전해졌다. 현재 장성택의 매형인 전영진 쿠바 주재 북한 대사와 조카인 장용철 말레이시아 대사도 조선민주주의인민공화국 본국으로 소환된 것으로 전해졌다."
2013-12-08,"https://ko.wikinews.org/wiki/%EC%B2%A0%EB%8F%84%EB%85%B8%EC%A1%B0,_9%EC%9D%BC%EB%B6%80%ED%84%B0_%EC%B4%9D%ED%8C%8C%EC%97%85_%EB%8F%8C%EC%9E%85","철도노조, 9일부터 총파업 돌입","철도노조가 9일부터 KTX 민영화 저지를 목적으로 총파업에 돌입한다.
노조는 일방적으로 추진하는 수서발 KTX 분리를 위한 코레일의 임시 이사회 일정을 연기하고 노조와 협의하라고 촉구했다. 모회사와 자회사가 경쟁하는 이런 경쟁구조는 수용할 수 없고, 결국 수서발 KTX의 민영화로 가는 수순으로 판단할 수밖에 없다고 맞섰다.
KTX는 정상 운행되지만, 새마을호와 무궁화호는 60%, 화물 열차는 36%로 감축 운행하게 된다. 이에따라 화물 운송에는 차질이 빚어질 것으로 예상된다. 한국철도물류협회는 ""경제가 어려운 상황에서 철도노조가 파업을 예고하는 것은 국가 경제를 파탄에 몰아넣는 일""이라고 주장하며 파업 중단을 촉구했다.
코레일 노사가 7일 막바지 교섭을 벌였으나 의견차가 커 타결에는 실패해 파업이 확실시되었다. 마지막 제4차 교섭은 8일 오후 열릴 예정이다.
한편, 수서발 KTX 자회사는 코레일이 41%, 공공자금이 59%의 지분을 갖는 주식회사로 설립될 예정이다. 오는 10일 열리는 코레일 임시 이사회에서 수서발 KTX 자회사 설립과 출자를 결의하고, 국토부에서 면허를 발급하면 수서발 KTX 운영사가 출범하게 된다."
2013-12-10,"https://ko.wikinews.org/wiki/%EC%B2%A0%EB%8F%84%EB%85%B8%EC%A1%B0_%ED%8C%8C%EC%97%85_2%EC%9D%BC%EC%B0%A8,_%EC%B2%A8%EC%98%88%ED%95%9C_%EB%8C%80%EB%A6%BD","철도노조 파업 2일차, 첨예한 대립","철도노조 파업이 2일차로 접어들었다. 해결의 실마리는 찾지 못한 가운데 강대강 양상을 보이며 장기화될 조짐을 보이고 있다.
코레일은 오늘 10일, 노조의 강력 반발에도 불구하고 이사회를 개최, 수서발 KTX 법인 설립을 의결했다. 이사회는 당초 10시 개최 예정이었지만, 이사회가 열리는 코레일 서울사옥을 항의방문한 철도노조와의 충돌을 피하기 위해 1시간 앞당겨 9시에 개최했다. 코레일 사옥은 경찰에 의해 통제돼 코레일 직원 외의 외부인은 출입이 금지됐으며, 취재진도 1층 프레스센터까지로 출입이 제한됐다. 어제 코레일은 철도노조가 불법 파업을 했다며 파업에 가담한 노동자 4,365명을 전원 직위 해제했다.
어제 KTX와 수도권 전철은 일부 연착이 있었지만, 대체로 평소와 같이 운영되었다. 코레일이 대체인력을 준비했기 때문이다. 하지만 화물열차는 평시의 47%로 운행됐고, 새마을호와 무궁화호도 각각 평소의 68%와 76% 수준으로 운행해 일부 취소된 열차가 나왔다. 누리로 열차는 모두 운행을 중단, 수도권 주민들이 대체 교통수단을 찾아야 했다. 시멘트의 주 산지인 충북 제천과 단양에도 철도 파업으로 인해 시멘트 수송에 차질을 빚고 있다."
2013-12-11,https://ko.wikinews.org/wiki/%EC%B2%A0%EB%8F%84%EB%85%B8%EC%A1%B0_%ED%8C%8C%EC%97%85_3%EC%9D%BC%EC%B0%A8,철도노조 파업 3일차,"철도노조의 파업이 3일째로 접어든 가운데, 철도노조는 어제 수서발 KTX 법인 설립을 의결한 한국철도공사 이사회 결정이 무효라며 대전지법에 효력 정지를 구했다. 철도산업발전기본법이 철도시설을 국가가 소유하도록 하고 있으므로, 국가 소유 시설을 민간이 운영하도록 해서는 안 된다는 것이다. 이번 이사회 결정으로 한국철도공사의 재무건전성이 나빠질 것이라며 이사회 결정 자체가 배임죄에 속한다고도 주장했다. 노조는 내일 이사회에 참석한 이사 12명을 서울지법에 고발할 계획이다.
그런데 코레일이 국민 불편을 가중하고 있다는 주장도 나왔다. 코레일은 파업 이틀째인 어제부터 누리로의 운행을 전면 중단함으로써 서민들의 불편을 가중시켰다고 주장한다. 노사합의에 따르면, 누리로의 운행률은 파업 중에도 63%를 유지해야 한다는 것이다. 한국철도공사는 어제 파업에 추가로 참여한 조합원 1585명을 추가 직위해제했다. 이에 따라 2013년 12월 11일 현재 직위해제된 조합원은 총 5941명이다. 이에 따라 2009년 11월 있었던 8일간의 파업의 악몽이 재현되는 것이 아니냐는 우려가 고개를 들고 있다. 당시 파업에 참여한 조합원 1만 2천여명이 징계를 받았고, 197명이 해고되었으며, 50명은 복직하지 못했다.
한국철도공사가 전 직원에게 ""직장부터 지키는 현명한 판단…""을 구한다는 내용의 회유성 메시지를 발송해 논란이 되고 있다. 코레일은 이 메시지에서 “정부의지가 반영된 정책은 결코 되돌려지지 않는다는 것 여러번 경험하지 않았냐”며 “석달 열흘을 파업한다고 뭐가 달라지냐”고 말했다. “정부의 철도정책은 초강력 외주화요구 등 더욱 강경해질 뿐이다”며 “참여했던 분들의 피해만 고스란히 누적된다”는 협박성 내용이 담긴 메시지를 보냈다. 민주노총은 ""파업 참여 조합원의 무력감을 자극""하려는 목적의 메시지라며 철도노조는 이러한 협박 따위로 파업을 멈추지 않을 것임을 밝혔다.
한편 화물열차의 운행률은 30%를 턱걸이하고 있다. 코레일은 오늘 오전 8시 기준으로 KTX·통근열차·전동열차는 평시와 같이 운영 중이라고 밝혔다. 파업 인원은 전일 대비 -153명인 6949명(복귀 인원 498명)이라고 밝혔다. 새마을호, 무궁화호, 화물열차의 운행률은 각각 75%, 68%, 34%로 낮게 나타났다고 밝혔다."
2013-12-11,https://ko.wikinews.org/wiki/KBS_%EC%88%98%EC%8B%A0%EB%A3%8C_%EC%9D%B8%EC%83%81,KBS 수신료 인상,"한국방송공사 (이하 KBS)가 수신료 인상을 의결했다.
KBS는 지난 12월 10일 774차 이사회를 열고 월 2,500원인 TV 수신료를 4,000원으로 인상하는 '텔레비전 방송 수신료 금액 조정안'을 의결했다. 이사회는 이번 수신료 인상에 대해 “공영방송의 중심재원이어야 할 수신료가 보조재원으로 전락한 왜곡된 재원구조를 해소하고 KBS가 공영방송으로서의 사회적 책무를 다하려면 수신료를 조정할 수밖에 없다고 판단했다”고 밝혔다.
한국방송협회는 이번 인상안에 대해 30여 년 간 동결된 수신료때문에 공영방송의 재원구조가 왜곡돼 공익적 기능과 책무를 유지하는데 한계라고 밝히며 환영하는 입장이다.
야당에서는 날치기라며 반발하고 있다. 민주당 미래창조과학방송통신위원들은 지난 10일 저녁 성명서를 내고 “공정성 보장 없이 수신료 인상은 안된다”고 강조하면서,“공정방송의 회복, 공영방송으로서의 최소한의 역할 이행, 공영방송 지배구조의 개선 없이 수신료를 인상하자는 것은국민의 대대적 저항과 분노를 불러일으킬 것”이라고 주장했다.
한편 이번 수신료 조정안은 방송통신위원회에 제출된다. 방송통신위원회는 60일 이내에 수신료 금액에 대한 의견서와 수신료 승인 신청 관련 서류를 첨부해 국회에 제출하게 되고 국회의 의결을 거쳐 승인을 얻은 후 수신료 인상이 확정된다."
